Index,fullname,solisID,pureID,lastname,firstname,scopusID,orcID,jobtitle,organisationalUnit,numberResearchOutputs,sampleTitle,sampleDOI,sampleType,source,openAlexID
178,Brian Logan,LOGAN002,73756791,Logan,Brian ,56092567900,0000-0003-0648-7107,Docent (+1 more),Sub Intelligent Systems,5,Situation calculus for controller synthesis in manufacturing systems with first-order state representation (+4 more),10.1613/jair.1.14113 (+4 more),Article,mailinglist,A5052831741
